Nazwa,Telefon,Adres,"Godziny otwarcia","Strona internetowa","Opinia 1","Opinia 2","Opinia 3","Opinia 4","Opinia 5","Opinia 6",Typ,"Wysokość cen",Latitude,Longitude
YES,"501 483 125","Świętojańska 15, 15-427 Białystok, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://yes.pl/,"Bardzo miła obsługa, panie pracujące na sklepie kompetentne, odpowiadają na wszystkie pytania. Przy zakupie biżuterii będę pamiętał gdzie obsluga tak dba o klienta, na pewno będę chciał tu wrócić.",,,,,,"jewelry_store, store, point_of_interest, establishment",,53.1252238,23.1687854
"Pracownia złotnicza Andrzej Gruszecki Jubiler AG","881 634 400","Bohaterów Monte Cassino 3/lok. U2, 15-873 Białystok, Polska","poniedziałek: 08:00–14:30, wtorek: 08:00–14:30, środa: 08:00–14:30, czwartek: 08:00–14:30, piątek: 08:00–14:30, sobota: 09:00–14:00, niedziela: Zamknięte",http://sklep-jubiler.pl/,"Miła i profesjonalna usługa. Wielokrotnie korzystałem z usług i zawsze byłem zadowolony. Pan Andrzej ma dobre ceny, jak i również zawsze fachowo podpowie na korzyść klienta. Szczerze polecam","Jak najbardziej polecam! Zamówiłem kolczyki na stronie internetowej i od razu dokonałem płatności i już tego samego dnia mogłem je odebrać osobiście w sklepie. Biżuteria, którą wybrałem wykonana została ze złota żółtego i mogę powiedzieć, że jest bardzo dobrej jakości. Polecam serdecznie!","Biżuteria dobrej jakości w rozsądnych cenach. Duży wybór celebrytek i możliwy odbiór osobisty. Jak najbardziej polecam! :)",,,,"jewelry_store, store, point_of_interest, establishment",,53.1335987,23.1394177
Jubiler,"505 737 940","Jerzego Waszyngtona 25, 15-345 Białystok, Polska","poniedziałek: 09:00–17:00, wtorek: 09:00–17:00, środa: 09:00–17:00, czwartek: 09:00–17:00, piątek: 09:00–17:00, sobota: 09:00–14:00, niedziela: Zamknięte",http://www.mirwan.pl/,,,,,,,"jewelry_store, store, point_of_interest, establishment",,53.1241929,23.1520832
"Keta Gold firma złotnicza Bogusław Lebieżyński","730 383 649","Piastowska 3, 40-005 Katowice, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: Zamknięte, niedziela: Zamknięte",https://ketagold.pl/,"Indywidualne podejście do klienta, super obsługa, szybki czas realizacji i zadowolenie narzeczonej, czego chcieć więcej? Świetna robota z pierścionkiem zaręczynowym!","Super ....wszystko wyjaśnione i dogadane jak trzeba.....oddawalismy zloto zebrane z domu i obraczki slubne zeby zrobic nowe. Jestesmy mega zadowolenie z wykonania....Dziękujemy:)","No cóż:) są Znakomici pod każdym względem. Byłam naprawdę szczęśliwa. Serdecznie wszystkim polecam. Właścicielom i zespołowi... Dużo zdrowia, inwencji twórczej i spełnienia marzeń 😉🍀🍀🍀🍀","Świetne, indywidualne podejście do klienta. Pierścionek wykonany z powierzonego złota wykonany fenomenalnie! Konsultacje były prowadzone przez cały proces powstawania pierścionka, od projektu przez wydruk 3D wersji wstępnej aż po wytopienie właściwego pierścionka. Zdecydowanie polecam, efekt przerósł najśmielsze oczekiwania :)","wspaniała obsługa, przystępne ceny i cudowne produkty! Zakupiłam już dużo rzeczy i za każdym razem moje oczekiwania były przewyższone, na zdjęciu jeden z łańcuchów (które Panowie robią ręcznie od zera!) kupiony jako prezent, osoba była zachwycona! gorąco polecam!",,"jewelry_store, store, point_of_interest, establishment",,50.2611306,19.0233031
"Lovisa Katowice Galeria","22 104 40 25","3 Maja 30/Tenancy 01-130, 40-097 Katowice, Polska",,https://www.lovisajewellery.eu/,"Bardzo miła obsługa, duży wybór biżuterii w świetnych cenach. Polecam!",,,,,,"jewelry_store, store, point_of_interest, establishment",,50.2586527,19.0172171
"Bijou Brigitte",,"3 Maja 30, 40-900 Katowice, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://www.bijou-brigitte.com/,"Cudowny magiczny sklepik! Baśniowe produkty! Mam cudowną stokrotkową spinkę do włosów!","Sklep ze wszelkiego rodzaju akcesoriami. Ceny są bardzo zróżnicowane, rzeczy oryginalne. Obsługa jest miła i pomocna. Najbardziej lubię kolekcje biżuterii na daną okazję jak np święta. Warto zajrzeć, bo to miejsce, w którym każdy znajdzie coś dla siebie.","Dobrze zaopatrzony, bardzo miła obsługa - pomocna. Jest niedrogo.",,,,"jewelry_store, point_of_interest, store, establishment",,50.2593822,19.0176854
Verona,"32 414 17 20","3 Maja 30, 40-097 Katowice, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://verona.pl/,"Obsługa bardzo miła i fachowa, na podstawie podanych informacji Panie doradziły biżuterię na prezent, który był jak najbardziej trafiony. Duży wybór i świetna atmosfera. Polecam!","Przemiła obsługa służąca radą, duży wybór pięknej biżuterii, polecam :)","Bardzo rzetelna i miła obsługa, szczególnie chciałbym docenić w tym miejscu dwie piękne blondynki, które w dniu dzisiejszym pomogły mi w wyborze idealnego prezentu.","Obsługa na najwyższym poziomie. Pani Sandra i Anna znają się na swojej pracy i wiedzą jak doradzić.","Najlepszy salon ever! Wspaniała piękna biżuteria, miła i fachowa obsługa, przyjemny klimat! Serdecznie polecam!",,"jewelry_store, store, point_of_interest, establishment",,50.2592688,19.017549
W.KRUK,"661 980 526","Chorzowska 107, 40-101 Katowice, Polska","poniedziałek: 10:00–21:00, wtorek: 10:00–21:00, środa: 10:00–21:00, czwartek: 10:00–21:00, piątek: 10:00–21:00, sobota: 10:00–21:00, niedziela: 10:00–21:00",https://wkruk.pl/salon-katowice,"Jestem bardzo zadowolony z moich zakupów w sklepie W Kruk. Obsługa była niezwykle profesjonalna, przyjazna i kompetentna. Znaleźliśmy tam dla mojej żony szeroki wybór  biżuterii, która spełniła moje oczekiwania pod względem jakości i designu. Dodatkowo, atmosfera sklepu była przyjemna i elegancka, co tylko dodatkowo podkreśliło całe wrażenie zakupowe. Serdecznie polecam """"W Kruk"""" każdemu poszukującemu wyjątkowej biżuterii i doskonałej  obsługi  klienta.",,,,,,"jewelry_store, store, point_of_interest, establishment",,50.2702983,19.0046632
W.KRUK,"661 980 551","ul. 3-go Maja 30, 40-097 Katowice, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",http://wkruk.pl/salon-katowice-3,"W dosyć nietypowej sytuacji związanej z wymiana towaru, personel sklepu zachował się bardzo w porządku. Szczególne podziękowania dla Pani kierownik sklepu stacjonarnego.","Przesympatyczna obsługa, która pomogła mi w wyborze prezentu. Pani, która mnie obsługiwała miała ogromną wiedzę na temat sprzedawanych produktów. Zapewne nie będzie to mój ostatni zakup w tym salonie, gorąco polecam! 👌","Bardzo fajny punkt. Przesympatyczna, pomocna i miła obsługa. Ciekawy wybór towaru. Udało nam się znaleźć obrączki dokładnie, takie jakie chcieliśmy. W porównaniu do punktu w SCC dużo bardziej kompetentna i milsza obsługa:)","Panie pracujące w tym salonie są wspaniałe. Bardzo miłe i pomocne, zawsze świetnie doradzają. Zakupy w tym salonie to czysta przyjemność, jeszcze nigdy się nie zawiodłam ☺️","Bardzo miła, uśmiechnięta i pomocna obsługa.Pani Mirka z pełnym profesjonalizmem doradziła  mi zakup biżuterii.Polecam.",,"jewelry_store, finance, store, point_of_interest, establishment",,50.2588015,19.0173712
LABIZU,"694 414 014","CH Silesia City Center, Chorzowska 107, 40-101 Katowice, Polska","poniedziałek: 10:00–21:00, wtorek: 10:00–21:00, środa: 10:00–21:00, czwartek: 10:00–21:00, piątek: 10:00–21:00, sobota: 10:00–21:00, niedziela: 10:00–21:00",http://www.labizu.pl/,,,,,,,"jewelry_store, store, point_of_interest, establishment",,50.2697994,19.004344
Claire's,"32 414 16 18","Galeria Katowicka Ul. 3, go Maja 30/street, 40-097 Katowice, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://stores.claires.com/pl/pl-pm/katowice/4237.html,"Bardzo polecam, profesjonalne przekłuwanie uszu oraz bardzo miła obsługa 🙂","Polecam to miejsce w 100%.Fantastyczne Panie z obsługi,miłe i sympatyczne.Przekłuwanie uszu na najwyższym poziomie.Pełny instruktaż.Kolczyki przepiękne,delikatne i nieobciążające uszu.W dodatku jak mało gdzie złote,a nie tylko ze stali.Pozdrawiam serdecznie obie Panie🙂",,,,,"jewelry_store, store, point_of_interest, establishment",2,50.2694074,19.0372569
"Ego Jewellery & Art","789 344 249","Abrahama 20, 81-352 Gdynia, Polska","poniedziałek: 11:00–16:00, wtorek: 11:00–16:00, środa: 11:00–16:00, czwartek: 11:00–16:00, piątek: 11:00–16:00, sobota: Zamknięte, niedziela: Zamknięte",http://www.ego-jewellery.pl/,"Fajna biżuteria, dziewczyny dordzają :)  Kupiłem za mały pierścionek. Chyba pierwszy sklep gdzie bez problemu wymienili na większy.","Bardzo fajny sklep z biżuteria, zawsze rabaty i przemiła oblusga. Lubię tu wracać i serdecznie polecam :)","Progesjonalna obsługa i  duży wybór biżuterii","Świetne livy sprzedażowe",,,"jewelry_store, point_of_interest, store, establishment",,54.5197819,18.541262
"Dama De La Moda","792 304 153","Gniewska 21, 81-047 Gdynia, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–13:00, niedziela: Zamknięte",,,,,,,,"jewelry_store, store, point_of_interest, establishment",,54.5419726,18.4620643
"Oro Project","510 265 716","Morska 97, 81-222 Gdynia, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",https://oro-project.pl/,"Zamawiałem u Pana kilka lat temu pierścionek zaręczynowy i po roku obrączki. Za każdym razem byłem i nadal jestem bardzo zadowolony. Moje wymysły zostały skonfrontowane z możliwościami i ostatecznie do dziś jestem zadowolony, a żona wciąż zachwycona. Niedawne odświeżenie pierścionka z kamieniami trwało kilka dni, więc daje 5/5. Za każdym razem konkret i kulturalna obsługa.","swietne podejscie do klienta,milo,szybko i niedrogo","Polecam ,przemiła obsługa wszystko piękne i na czas .Dziękuję💜",,,,"jewelry_store, point_of_interest, store, establishment",,54.5277952,18.5069673
www.modernsilver.eu,"58 350 06 76","10 Lutego 21, 81-364 Gdynia, Polska","poniedziałek: 08:00–15:00, wtorek: 08:00–15:00, środa: 08:00–15:00, czwartek: 08:00–15:00, piątek: 08:00–15:00, sobota: Zamknięte, niedziela: Zamknięte",https://www.modernsilver.eu/,"Ekspresowe i profesjonalne grawerowanie oraz miła obsługa. Polecam w 100%","Szybka realizacja i projekt wykonany fantastycznie! Polecam!","Rewelacja! Bardzo szybka i sprawna obsługa, miałam mały problem z zamówieniem, przesłałam maila i jeszcze tego samego dnia pracownik skontaktował się ze mną telefonicznie żeby rozwiązać sprawę. Dwa dni od złożenia zamówienia i pierścionki już były na palcach!","Kupilam bransoletke srebrna ze skrzydlem anioła.jest śliczna i pieknie prezentuje sie na ręku.zamowienie przebiegło sprawnie,po 2 dniach przesylke dostalam.piękne wyroby w niewielkiej cenie i sprawna obsluga takze mozna polecic tą firme z czystym sumieniem","Piękne produkty, atrakcyjne ceny i idealna obsługa klienta. Polecam!!!!",,"jewelry_store, store, point_of_interest, establishment",,54.519407,18.537848
"LARU Gdynia - biżuteria","535 358 595","Świętojańska 43, 81-391 Gdynia, Polska",,https://laru.pl/,"Naszemu zachwyceniu nie było granic! Podejście naprawdę indywidualne, wybór ogromny, a nowoczesna wizualizacja wymarzonych obrączek to w ogóle, robi ogromne wrażenie!!! Polecam od całego serca!!!!","Piękny salon z profesjonalna obsługa i biżuteria na każdą kieszeń. Panie zawsze uśmiechnięte traktują klienta indywidualnie. Gorąco polecam zajrzeć zarówno Panom jak i Paniom- wyroby to unikatowe cudeńka ❤️","Przyjechaliśmy stworzyć własną obrączkę i wyszliśmy z naszym projektem :) bardzo miła i konkretna obsługa, jesteśmy zadowoleni! Czekamy na odbiór, polecamy!","Fantastyczne miejsce, obsługa na najwyższym poziomie. Wybór obrączek w tym salonie jest czystą przyjemnością. Będę polecać każdemu!",,,"jewelry_store, finance, store, point_of_interest, establishment",,54.5162797,18.5419155
"Gemmarii Jubiler","731 458 854","10 Lutego 23, 81-364 Gdynia, Polska","poniedziałek: 11:00–18:00, wtorek: 11:00–18:00, środa: 11:00–18:00, czwartek: 11:00–18:00, piątek: 11:00–18:00, sobota: 11:00–14:00, niedziela: Zamknięte",http://www.zlotykrazek.pl/,"Bardzo polecam ten sklep zarówno do zakupu/wyrobu obrączek jak i innej biżuterii. Właściciel ma ogromną wiedzę z zakresu jubilerstwa i doradza faktycznie to, co się sprawdza i jest ponadczasowe. W tym sklepie zakupiłam obrączki wyrobione z własnego złota i zmieniałam rozmiary pierścionków. Usługa wykonana w terminie i korzystna cenowo. Polecam!","Gorąco polecam skorzystanie z usług Gemmarii. Właściciel jest przesympatyczny i posiada ogromną wiedzę, którą chętnie się dzieli - ułatwiło to nam i zdecydowanie przyspieszyło proces wyboru wymarzonych obrączek. Do wykonania obrączek daliśmy własne złoto - usługa została wykonana szybko, profesjonalnie i w bardzo przystępnej cenie. Oczywiście jeszcze nie raz do Pana wrócimy!","Jesteśmy zachwyceni! Właściciel przesympatyczny, profesjonalny. Obrączki wykonane zgodnie z naszymi oczekiwaniami 😊 Z całego serducha polecamy!","Profesjonalna i miła obsługa. Bardzo duży wybór wzorów obrączek. Właściciel zna się na swojej pracy i potrafi udzielić bardzo wyczerpujących odpowiedzi na wszystkie pytania i doradzić w wyborze.","Bardzo profesjonalny zaklad. Wykonalismy tu obraczki z wlasnego zlota. Pan bardzo dokladnie tlumaczy i uzasadnia zalecany wybor. Bylismy zachwyceni!",,"jewelry_store, point_of_interest, store, establishment",,54.5194612,18.5374333
"ACLARI Diamonds - Pierścionki Zaręczynowe","574 716 960","Zwycięstwa 256 Galeria handlowa Klif, 81-525 Gdynia, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://aclari.pl/pierscionki-zareczyny,"Śliczny kameralny salon, bardzo profesjonalna a jednocześnie ciepła i miła obsługa. Salon jest świetnie zlokalizowany niedaleko ścisłego centrum Sopotu i bardzo łatwo do niego trafić. Wizyta w ACLARI była czystą przyjemnością, złożenie pierścionka do korekty rozmiaru (bezpłatnej!) potrwało dosłownie kilka minut i pierścionek po niedługim czasie wrócił do mnie tak piękny jak przy zakupie. Serdecznie polecam!",,,,,,"jewelry_store, store, point_of_interest, establishment",,54.4743043,18.5519425
"D'ORO Jewellery Biżuteria Częstochowa","669 252 477","al. Wojska Polskiego 207, 42-202 Częstochowa, Polska","poniedziałek: 10:00–22:00, wtorek: 10:00–22:00, środa: 10:00–22:00, czwartek: 10:00–22:00, piątek: 10:00–22:00, sobota: 10:00–22:00, niedziela: 10:00–20:00",,"Przemiła obsługa, konkurencyjne ceny i oryginalne wzory. Panie są w stanie wyczarować wszystko co nam się zamarzy. Cena ustalana zawsze przed wykonaniem zamówienia. Panie nawet dzwonią i pytają czy cena nam odpowiada,  jeśli materiał akurat podrożał. Pełen profesjonalizm . Jako stała klientka od lat polecam bardzo!","Nie znam drugiego takiego miejsca :)!! Super atmosfera , podczas doradztwa i również po zakupie. Pani Ania robi piękne rzeczy z pasją :)! Widać jej zaangazowanie. Polecam w stu procentach. Jestem stałym klientem i nie wyobrazaw sobie zakupów nigdzie indziej!!","Polecam z całego serca ! Biżuteria robiona z pasja i sercem! Idealne miejsce dla miłośników biżuterii.! Często robie zakupy, pracownice miłe, uprzejme  . Dziękuję jeszcze raz! Rodzina cieszy sie pieknymi prezentami wlasnie z Waszego sklepu 😍😍😍","Bardzo polecam zakupy w tym miejscu. Piękna biżuteria, bardzo miłe i kompetentne Panie. Z pewnością będę tam zaglądać częściej.",,,"jewelry_store, point_of_interest, store, establishment",,50.8074029,19.1313764
Pandora,"539 391 197","C.H. Galeria Jurajska, al. Wojska Polskiego 207, 42-202 Częstochowa, Polska","poniedziałek: 10:00–22:00, wtorek: 10:00–22:00, środa: 10:00–22:00, czwartek: 10:00–22:00, piątek: 10:00–22:00, sobota: 10:00–22:00, niedziela: 10:00–21:00",https://pl.pandora.net/pl/,"Pomocna i przemiła obsługa sklepu, duży wybór produktów, fachowe doradztwo. Polecam!","Panie zawsze służą radą, zainteresowaniem i ciepłym podejściem do klienta. Podczas wizyty można się poczuć jak na spotkaniu z przyjaciółką. Fajnie, że ekipa jest tu tak pomocna i cierpliwa.","Panie pracujące w pandorze zawsze potrafią doradzić i pomóc, zawsze wychodzimy z salonu zadowolone. Wiele sklepów z biżuteria powinno brać z nich przykład","Przemiła obsługa. Pani Kamila ma  cudowne podejście do klienta! ",,,"jewelry_store, point_of_interest, store, establishment",,50.8074031,19.1313763
"Gold-Art PPHU","34 324 20 14","Aleja Najświętszej Maryi Panny 14, 42-200 Częstochowa, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",http://jubilerczestochowa.pl/,"Polecam serdecznie! Przyniosłem zniszczony stary srebrny łańcuch który leżał z rok w wodzie cały czarny. Na drugi dzień odebrałem naprawiony i wyczyszczony! Wygląda jak nowy a cena za czyszczenie bardzo niska! Polecam","Świetne miejsce! Duży wybór biżuterii w przystępnej cenie ale i co warto odnotować  - bardzo przyjemna, cierpliwa i pomocna obsługa  :) robimy tu zakupy regularnie i zawsze chętnie wracamy  :)","Bardzo profesjonalna obsługa. Duży wybór asortymentu i co najważniejsze ceny dużo atrakcyjniejsze niż w jubilerskich sieciówkach. Gorąco polecam.",,,,"jewelry_store, store, point_of_interest, establishment",,50.8121288,19.1222432
Lilou,"512 260 550","Aleja Najświętszej Maryi Panny 30, 42-202 Częstochowa, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–15:00, niedziela: Zamknięte",https://lilou.pl/pl/butiki/5?utm_source=googlemaps&utm_medium=organic&utm_campaign=wizytowki,"Świetne miejsce na zakup eleganckiego a jednocześnie w przystępnej cenie prezentu ... Przesympatyczna i fachowa obsługa zawsze pomoże,doradzi (pani Agata dziękuję żona zadowolona z prezentu)będę odwiedzał częściej.","Bardzo profesjonalna obsługa, lubię tam przychodzić.",,,,,"jewelry_store, point_of_interest, store, establishment",,50.8122805,19.1170373
Lovisa,"22 292 26 72","al. Wojska Polskiego 207, 42-200 Częstochowa, Polska",,,"Panie pracujące w sklepie są przemiłe, nie nachalne. Zakupy w tym sklepie, to sama przyjemność ❤️ a asortyment, pomimo niższej ceny, jest naprawdę dobry jakościowo",,,,,,"jewelry_store, store, point_of_interest, establishment",,50.8074051,19.1313762
YES,"34 399 10 19","al. Wojska Polskiego 207, 42-202 Częstochowa, Polska","poniedziałek: 10:00–22:00, wtorek: 10:00–22:00, środa: 10:00–22:00, czwartek: 10:00–22:00, piątek: 10:00–22:00, sobota: 10:00–22:00, niedziela: 10:00–21:00",https://yes.pl/,"Spotkałam się tutaj z bardzo kompetentną i uprzejmą obsługą. Po kolejną biżuterię na pewno wrócę właśnie do tego sklepu. Polecam gorąco:)","Z przyjemnością dokonuje zakupów w Salonie Yes Galeria Jurajska. Kompetentny miły i zaangażowany w doractwo personel. Chętnie tam powrócę. Polecam  ten salon","Przemiła obsługa, bardzo pomocna, uśmiechnięta, na pewno wrócimy z żonką na kolejne zakupy. Polecamy każdemu 😊",,,,"jewelry_store, store, point_of_interest, establishment",,50.8074051,19.1313762
"FHUP Anello",,"Cypriana Kamila Norwida 11/15, 42-209 Częstochowa, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–13:00, niedziela: Zamknięte",http://www.anellosilver.com/,,,,,,,"jewelry_store, point_of_interest, store, establishment",,50.8388939,19.163452
"Mar Silver Jubiler Skup Złota i Srebra","607 236 074","Aleja Tadeusza Kościuszki 21, 42-200 Częstochowa, Polska","poniedziałek: 09:00–16:00, wtorek: 09:00–16:00, środa: 09:00–16:00, czwartek: 09:00–16:00, piątek: 09:00–16:00, sobota: 09:00–12:00, niedziela: Zamknięte",https://www.facebook.com/skup.zlota/,"Profesjonalne podejście do klienta. Weszłam po zwykły, srebrny łańcuszek a Pan za ladą potraktował mnie jak królową. Pokazał różne rodzaje, grubości i długości łańcuszków. Pozwolił na przymiarkę, nie gonił. Sama cena wybranego łańcuszka też była miłym zaskoczeniem. Szczerze polecam zakupy w tym.miejscu i na pewno sama, jeszcze nie raz tam zawitam.",,,,,,"jewelry_store, store, point_of_interest, establishment",,50.8148244,19.1180368
Lilou,"513 978 084","Stanisława Moniuszki 26, 26-610 Radom, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–15:00, niedziela: Zamknięte",https://lilou.pl/pl/butiki/22?utm_source=googlemaps&utm_medium=organic&utm_campaign=wizytowki,"Fantastyczna i wyróżniająca się na tle innych sklepów z biżuterią obsługa. Wszystko idealnie dopasowane oraz dostałem porady dzięki którym kupiłem to co siedziało w mojej głowie. Panie zawsze z dużym uśmiechem poprawiają nawet najsmutniejszy dzień. Sklep pięknie utrzymany i duży asortyment. Polecaaaam !","Biżuteria i obsługa na wysokim poziomie. Panie od wejścia witają uśmiechem i służą dobrą radą. Ekspresowa wymiana sznurka i doradztwo w znalezieniu idealnego prezentu. Jestem zachwycona :) 🥰","Razem w parze idzie piękno i trwałość biżuterii 🤗🤩🤩 Obsługa klienta na najwyższym poziomie. Dziewczyny bardzo pomocne, miłe i uśmiechnięte. Polecam! 🤩","Miejsce jak najbardziej godne polecenia. Przemiła obsługa oraz duży wybór pięknej biżuterii przy przystępnych cenach. Polecam! 🙂",,,"jewelry_store, point_of_interest, store, establishment",,51.4008427,21.1556111
W.KRUK,"783 784 037","ul. B, Bolesława Chrobrego 1, 26-609 Radom, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://wkruk.pl/salon-radom,"Profesjonalne doradztwo, mila obsługa z indywidualnym podejściem do klienta 😊",,,,,,"jewelry_store, finance, store, point_of_interest, establishment",,51.4062469,21.1552134
"BERYL - Salon Jubilerski Radom","505 178 270","Bolesława Chrobrego 2, 26-610 Radom, Polska","poniedziałek: 10:00–19:00, wtorek: 10:00–19:00, środa: 10:00–19:00, czwartek: 10:00–19:00, piątek: 10:00–19:00, sobota: 10:00–16:00, niedziela: Zamknięte",https://www.facebook.com/berylradom,"Najlepszy salon jubilerski w Radomiu. Obsługa bardzo miła i pomocna. Jestem bardzo zadowolona z zakupionej biżuterii. Kupiłam już naszyjnik i bransoletkę i wciąż wracam po prezenty dla rodziny i przyjaciół. Każdy znajdzie coś dla siebie. Pozdrawiam dziewczyny, które obsługują, widać że robią  to z ogromną pasją.","Kompetentna i miła obsługa, Pani ekspedientka przesympatyczna, cierpliwa łatwo nawiązującą kontakt z klientem. Biżuteria bardzo oryginalna, dokonałam zakupu jestem bardzo zadowolona. Napewno jeszcze tam wrócę.","Bardzo miła i profesjonalna obsługa. Pani ekspedientka miła I cierpliwa. Chętnie służy radą i profesjonalną pomocą. Jestem zadowolony z zakupów i chętnie będę wracał. Towar na najwyższym poziomie. Polecam 👍","Bardzo polecamy to miejsce, przemiła obsługa, pomocna- szczególnie dla niezdecydowanych :) Duży wybór asortymentu, my zdecydowaliśmy się zamówić tu pierścionek oraz obrączki, były gotowe do odebrania bardzo szybko, wszystko zgodnie z zamówieniem,na żywo są jeszcze piękniejsze! 😍😍 Jesteśmy bardzo zadowoleni :)","Super obsługa, pani przemiła bardzo fajne ceny ,duży wybór. Polecam",,"jewelry_store, finance, store, point_of_interest, establishment",,51.4059619,21.1571595
"Juvelia. Sklep jubilerski","48 363 52 87","Stefana Żeromskiego 37, 26-600 Radom, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",,,,,,,,"jewelry_store, store, point_of_interest, establishment",,51.4012389,21.1546168
"Cyrkon Sklep Jubilerski","516 550 552","Żeromskiego 21 Grzecznarowskiego 17, Stanisława Żółkiewskiego 4, 26-610 Radom, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",https://www.facebook.com/cyrkonbizuteria,"Mnie dużo czasu poświęciła pani a kupiłam tylko drobiazg dla przyjaciółki .duży wybór cena przystępna polecam","Piękna biżuteria w przystępnych cenach. Polecam, duży wybór . Z tego sklepu mam ulubiony łańcuszek z zawieszką.",,,,,"jewelry_store, store, point_of_interest, establishment",,51.4018744,21.1508748
"Pod Różą. Galeria. Jubilerstwo. Fijałkowska M.","48 363 49 24","Stefana Żeromskiego 9, 26-610 Radom, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–14:00, niedziela: Zamknięte",,"Piękne miejsce, przemiła obsługa Polecam jak najbardziej","można coś ładnego kupić dla żony. markowe drobiazgi ładne","Piękne miejsce z fajną obsługą, duży wybór , dobre ceny.","Gorąco polecam. Przemiła obsługa 👍","Polecam serdecznie!",,"jewelry_store, point_of_interest, store, establishment",,51.4024199,21.1486487
YES,"785 101 576","Aleja Józefa Grzecznarowskiego 28, 26-610 Radom, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://yes.pl/,"Super obsługa. Polecam",,,,,,"jewelry_store, store, point_of_interest, establishment",,51.3821548,21.1711254
"JUBILER AMAZYT","48 360 04 10","Romualda Traugutta 27/4, 26-600 Radom, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",http://www.amazyt.pl/,"Amazyt najlepszy pod wzglendem wyboru,wyrobu i cen Polecam","Polecam bardzo miła obsługa, konkurencyjne i przystępne ceny.","Czadowy jubiler, pełen profesjonalizm, ceny najlepsze w mieście 👍","Świetna obsługa, fachowe doradztwo. Bardzo miła pani pomogła przy wyborze pierścionka zaręczynowego. Zakup trafiony w punkt. Z osobistego doświadczenia, z czystym sumieniem każdemu mogę polecić.",,,"jewelry_store, store, point_of_interest, establishment",,51.3952528,21.1544421
